,timestamp,15min_traffic_count
2258,2022-04-04 18:30:00,426
2259,2022-04-04 18:45:00,277
2260,2022-04-04 19:00:00,394
2261,2022-04-04 19:15:00,290
2262,2022-04-04 19:30:00,234
2263,2022-04-04 19:45:00,333
2264,2022-04-04 20:00:00,261
2265,2022-04-04 20:15:00,168
2266,2022-04-04 20:30:00,288
2267,2022-04-04 20:45:00,239
2268,2022-04-04 21:00:00,158
2269,2022-04-04 21:15:00,200
2270,2022-04-04 21:30:00,139
2271,2022-04-04 21:45:00,91
2272,2022-04-04 22:00:00,76
2273,2022-04-04 22:15:00,25
2304,2022-04-05 06:00:00,62
2305,2022-04-05 06:15:00,68
2306,2022-04-05 06:30:00,103
2307,2022-04-05 06:45:00,164
2308,2022-04-05 07:00:00,301
2309,2022-04-05 07:15:00,433
2310,2022-04-05 07:30:00,634
2311,2022-04-05 07:45:00,746
2312,2022-04-05 08:00:00,688
2313,2022-04-05 08:15:00,683
2314,2022-04-05 08:30:00,713
2315,2022-04-05 08:45:00,714
2316,2022-04-05 09:00:00,636
2317,2022-04-05 09:15:00,624
2318,2022-04-05 09:30:00,502
2319,2022-04-05 09:45:00,425
2320,2022-04-05 10:00:00,389
2321,2022-04-05 10:15:00,364
2322,2022-04-05 10:30:00,330
2323,2022-04-05 10:45:00,341
2324,2022-04-05 11:00:00,330
2325,2022-04-05 11:15:00,306
2326,2022-04-05 11:30:00,342
2327,2022-04-05 11:45:00,371
2328,2022-04-05 12:00:00,379
2329,2022-04-05 12:15:00,364
2330,2022-04-05 12:30:00,400
2331,2022-04-05 12:45:00,433
2332,2022-04-05 13:00:00,400
2333,2022-04-05 13:15:00,414
2334,2022-04-05 13:30:00,374
2335,2022-04-05 13:45:00,386
2336,2022-04-05 14:00:00,407
2337,2022-04-05 14:15:00,349
2338,2022-04-05 14:30:00,329
2339,2022-04-05 14:45:00,362
2340,2022-04-05 15:00:00,320
2341,2022-04-05 15:15:00,389
2342,2022-04-05 15:30:00,407
2343,2022-04-05 15:45:00,416
2344,2022-04-05 16:00:00,421
2345,2022-04-05 16:15:00,490
2346,2022-04-05 16:30:00,445
2347,2022-04-05 16:45:00,385
2348,2022-04-05 17:00:00,464
2349,2022-04-05 17:15:00,490
